Membre de SDC,Catégorie,Château / Entreprise,Statut de la demande,Pôle concerné,Prénom,Nom,Région,Mail,Poste,Téléphone ,Nombre de bouteilles,Logistique,Suivi des étapes,Contexte de la demande/commentaires,Région/Appellation,Aspect RSE,Possible de démarcher à nouveau ? ,"Si oui, quel type ? "
Antoine/Cédric,Démarchage en nature,Jean Dufour,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Château Freyneau,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Charles Antonin,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine de Quintefeuille SCEV Emile Blanc,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine GERBEAUT François et Sylvie,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Château Mazeyres,Validé,Défi de Bacchus,,,,,,,3,Récupérées par Allan,3 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Michel Briday,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,SCEV Chene,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Cave de Viré,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Vignerons des terres secrètes,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Henri Gros,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,EARL Doussot-Rollet,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DE LA DENTELLE,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Champagne Dechelle Henri,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,SAS Gauthier Père et Fils,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Champagne Lucien Leblond,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Champagne Richard Cheurlin,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Terres des Templiers,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,GAEC Domaine Sicard,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine de L'Arbussele,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine les quatre pilas,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Rostangue,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Château de la Ressaudie,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,EARL La Berangeraie,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Earl Domaine de Lescure,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Adrien Berlioz,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Jean Luc Meyer,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Mas St Louis,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine des Fournelles,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Brotte,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Château Bouscaut,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Pierre Gaillard,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine les Canons,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Clos de l'Echo (Couly-Dutheil),"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine FL,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Armand Heitz,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,La maison du marron,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Mesté Bertrand,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,SARL Château Poulvère,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Armand DAVID,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,EARL Lauverjat et fils,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,SCEA Guenescheau,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,SCEA André DAVY,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine de Maltaverne,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,EARL de Port Jean,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,EI Julien Lopez,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,SCEA La Bergerade,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,SAS MANGANELLI IGNACE,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Julien de l'Embisque,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,GAEC du Mas de Reboul,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,EARL Domaine de Roquevignan,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Peyron David Domaine Au 7 éme Clos,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Caveau Saint Jean,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,EARL Mas des restanques,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Usseglio Raymond et Fils,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Wilfried,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,SCEA Saurel Pauline,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,SARL La Maison des Vignerons du Rhône,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Comte de Lauze,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Krug,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,VIGNOBLES ROY TROCARD,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU ADAUGUSTA,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU DE PARDAILLAN,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Les VIGNOBLES Bertrand GUINDEUIL (avec chateau Cossu),Validé,Défi de Bacchus,,,,,,,6,Récupérées par Allan,6 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU SAINT VINCENT,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Château Tour Bel Air,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DEBRAY,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Denis FOURNIER,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine LEJEUNE ,Validé,Défi de Bacchus,,,,,,,6,Récupérées par Allan,6 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE TERRES D’HACHENE,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE DOCK CHRISTIAN,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHÂTEAU LES GÉRALES,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine la Présidente,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Château Petit Pierre Guillot,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Schedeinker,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Champagne Cretol & fils,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Vranken Pommery,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Château Coussin,Validé,Défi de Bacchus,,,,,,,9,Récupérées par Allan,9 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,Clos Real,"Contacté, refus",Défi de Bacchus,,,,,,,,,le gars veut que vous alliez récupérer les bouteilles (vers Avignon),,,,,
Antoine/Cédric,Démarchage en nature,Gustave Lorentz,Validé,Défi de Bacchus,,,,,,,3,Récupérées par Allan,3 bouteilles,,,,Non,
Antoine/Cédric,Démarchage en nature,Champagne Caillez Lemaire,Validé,Défi de Bacchus,,,,,,,6,Récupérées par Allan,6 bouteilles,,,,Non,
Antoine/Cédric,Démarchage en nature,Domaine de l'ile,Validé,Défi de Bacchus,,,,,,,3,Récupérées par Allan,3 bouteilles,,,,Non,
Antoine/Cédric,Démarchage en nature,Domaine Demarzilly,Validé,Défi de Bacchus,,,,,,,1,Récupérées par Allan,1 bouteille pour les vainqueurs,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Boilley,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Jean-Louis Tissot,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Courbet,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Champagne Jacquart,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Collovray et Terrier (deux roches),Validé,Défi de Bacchus,,,,,,,6,Récupérées par Allan,6 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Cheze,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine de la Mordorée,Validé,Défi de Bacchus,,,,,,,3,Récupérées par Allan,3 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Taupenot Merme,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Pierre Frick,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Champagne Leclaire,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Château Bonisson,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Gerin,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Famille Perrin (beaucastel - la vieille ferme - clos des tourelles - Miraval),Validé,Défi de Bacchus,,,,,,,10,Récupérées par Allan,"7 bouteilles (1 gardée, deux cassées)",,,,,
Antoine/Cédric,Démarchage en nature,Domaines Bourotte-Audy (Clos du clocher - Chateau bonalgue - Chateau Montregard La Croix - Chateau les Hauts Conseillants - Chateau du Courlat),Validé,Défi de Bacchus,,,,,,,3,Récupérées par Allan,3 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Baud Père & Fils,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Frédéric Lornet,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Benoit Badoz,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Louis Jadot,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Château Chauvin,Validé,Défi de Bacchus,,,,,,,3,Récupérées par Allan,3 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,Domaine confuron-cotetidot,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine armand rousseau,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Auguste Pirou,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Zuria,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Comte Peraldi,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Xavier Reverchon,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Pierre Richard,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Jean Bourdy,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Champagne Alfred TRITANT,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Paul Benoit & Fils,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine La Croix De Marche,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine De La Tournelle,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Philippe Le Hardi,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Jacques Puffeney,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Vincent Pinard,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Arnaud Lambert,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Michel Redde,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Geneletti Et Fils,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Pignier,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Fruitière Vinicole De Pupillin,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine des bernardins,Validé,Défi de Bacchus,,,,,,,3,Récupérées par Allan,3 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,Château d'Arlay,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Ligier Père & Fils,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Martin-Faudot,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Château L'Étoile - Vandelle Joseph Et Fils,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Henri Maire,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Alain Labet,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine De La Pinte,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Thierry Patrois,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,caveau de bacchus,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Château De Quintigny,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Morel-Thibaut,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Jacques Tissot,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Berthet-Bondet,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Grand,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Tissot Stéphane & Bénédicte,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Fruitière Vinicole De Voiteur,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Jean Macle,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Fruitière Vinicole D'Arbois - Château Béthanie,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Désiré Petit,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Rolet,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Champagne AR Lenoble,Validé,Défi de Bacchus,,,,,,,7,Récupérées par Allan,6+1 lots,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Tardieu-Laurent,Validé,Défi de Bacchus,,,,,,,6,Récupérées par Allan,6 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Marcel Richaud,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Gourt de Mautens,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Château de Saint Cosme,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Saint Préfert,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Marc Sorel,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Château de Beaucastel ,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Yves Cuilleron,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Pierre-Jean Villa,Validé,Défi de Bacchus,,,,,,,6,Récupérées par Allan,6 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,Domaine bardier d'alquier,"Contacté, refus",Défi de Bacchus,,,,,,,,,Souhaite que l'asso paie la livraison de 30e,,,,,
Antoine/Cédric,Démarchage en nature,Champagne Konrat,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,DOMAINE G&J BOTT,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Les Vignes de Paradis,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Chateau Cossu,Validé,Défi de Bacchus,,,,,,,6,Récupérées par Allan,6 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,Antoine Petitprez,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Giachino,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine des Ardoisières,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Christophe Lindenlaub,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Leroy,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Les Vins de Lavie,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine David Duband,Validé,Défi de Bacchus,,,,,,,3,Récupérées par Allan,3 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Blard & Fils,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Adrien Berlioz,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Axel Domont,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Jean-Luc Mader,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Partagé - Gilles Berlioz,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Florian & Mathilde Beck-Hartweg,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Xubialdea,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Mourguy,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Larrandaberria,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,@,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Champagne Vazart-Coquart & Fils,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,CHAMPAGNE THIERRY MASSIN,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Famille Rouselle Riboud (Chateau Roubine - Chante bise),Validé,Défi de Bacchus,,,,,,,6,Récupérées par Allan,6 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,Champagne Franck Bonville,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Vins Schaal,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Taittinger,Validé,Défi de Bacchus,,,,,,,7,Récupérées par Louise,6+1 lot,,,,,
Antoine/Cédric,Démarchage en nature,Champagne Marguet,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Champagne Bruno Paillard,"Contacté, refus",Défi de Bacchus,,,,,,,,,,Pas cool,,,,
Antoine/Cédric,Démarchage en nature,Champagne Lancelot Pienne,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Champagne André FAYS,Validé,Défi de Bacchus,,,,,,,6,Récupérées par Louise,6 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,Daniel Brocard,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Benoit Mulin,"Contacté, en discussions",Défi de Bacchus,,,,,,,,,Fils à l'Em qui viendra donner les teilles (normalement 3),,,,,
Antoine/Cédric,Démarchage en nature,Domaines Schlumberger,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Hegaldaka,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Gutizia,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Ponsot,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Jacques Frédéric Mugnier,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Goienetxea,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Etxondoa,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Dominica,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Brana,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Cave d'Irouléguy,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Abotia,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Agerria,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Weinbach,Validé,Défi de Bacchus,,,,,,,6,Récupérées par Allan,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Borda Xuria,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
